#SampleID	Metaphlan2_Analysis
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae	0.59331
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Phycomycetaceae	0.09029
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Phyllostictaceae	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Phyllotopsidaceae	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae	0.53312
k__Fungi|p__Blastocladiomycota|c__Physodermatomycetes|o__Physodermatales|f__Physodermataceae	0.04944
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae	0.65135
k__Fungi|p__Zoopagomycota|c__Zoopagomycetes|o__Zoopagales|f__Piptocephalidaceae	0.01075
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Filobasidiales|f__Piskurozymaceae	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Pisolithaceae	0.13758
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Plectosphaerellaceae	0.49657
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Pleistophoridae	0.13758
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae	1.27045
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pleurotaceae	1.08988
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Ploettnerulaceae	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pluteaceae	0.07309
k__Fungi|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae	0.14403
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Podoscyphaceae	0.01075
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Podosporaceae	0.09029
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae	1.88095
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Postiaceae	0.93295
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Psathyrellaceae	0.64275
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__<not present>|f__Pseudeurotiaceae	0.09888
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pseudopyrenochaetaceae	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pterulaceae	0.09673
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae	3.10841
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae	1.70468
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae	0.08814
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Rhizinaceae	0.03439
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Rhizopodaceae	0.52667
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Rhynchogastremataceae	0.01075
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Rhytismatales|f__Rhytismataceae	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Rickenellaceae	0.03439
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Russulaceae	0.11608
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Rutstroemiaceae	0.0215
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	6.95415
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae	0.08384
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycopsidaceae	0.21927
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Dothideales|f__Saccotheciaceae	0.18272
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Sarocladiaceae	0.0086
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Schizoparmaceae	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Schizophyllaceae	0.3246
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae	0.17627
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae	1.81431
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Sebacinales|f__Serendipitaceae	0.05374
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Serpulaceae	0.05159
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Shiraiaceae	0.10103
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Sirobasidiaceae	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariaceae	7.72803
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Sparassidaceae	0.02365
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Spiromastigoidaceae	0.0043
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Spizellomycetales|f__Spizellomycetaceae	0.00645
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Sporidiobolales|f__Sporidiobolaceae	0.73518
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae	0.10103
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Sporormiaceae	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Squamanitaceae	0.03869
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Stachybotryaceae	0.01075
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae	0.13543
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Suillaceae	0.10533
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Sympoventuriaceae	0.00645
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Synchytriales|f__Synchytriaceae	0.07309
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Taiwanofungaceae	0.12683
k__Fungi|p__Ascomycota|c__Taphrinomycetes|o__Taphrinales|f__Taphrinaceae	0.01075
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Teloschistales|f__Teloschistaceae	0.03869
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Teratosphaeriaceae	0.05374
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Thelephorales|f__Thelephoraceae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Thermoascaceae	0.05589
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Tilletiales|f__Tilletiaceae	0.02795
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Georgefischeriales|f__Tilletiariaceae	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Togniniales|f__Togniniaceae	0.07954
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Torpedosporales|f__Torpedosporaceae	0.03224
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellaceae	0.0086
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Trichocomaceae	0.17412
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Tricholomataceae	0.01505
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Trichomeriaceae	0.03439
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae	0.02795
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae	0.14833
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Tricladiaceae	0.00645
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Trimorphomycetaceae	0.04084
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Tuberaceae	0.05374
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Tubulinosematidae	0.12038
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Tulasnellaceae	0.03224
k__Fungi|p__Mucoromycota|c__Umbelopsidomycetes|o__Umbelopsidales|f__Umbelopsidaceae	0.02795
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Unikaryonidae	0.0129
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae	0.56321
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae	0.09888
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Venturiaceae	0.28805
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Corticiales|f__Vuilleminiaceae	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Xylariaceae	0.09673
k__Fungi|p__Ascomycota|c__Xylonomycetes|o__Xylonales|f__Xylonaceae	0.0043
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Zaghouaniaceae	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Podoscyphaceae|g__Abortiporus	0.01075
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Absidia	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Teratosphaeriaceae|g__Acidomyces	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__<not present>|f__Amplistromataceae|g__Acidothrix	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__Acremonium	0.04944
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus	0.37404
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae|g__Agrocybe	0.05589
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Stachybotryaceae|g__Albifimbria	0.00645
k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae|g__Allomyces	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria	0.6062
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita	0.08384
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Onygenaceae|g__Amauroascus	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Amorphothecaceae|g__Amorphotheca	0.13758
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Leptosphaeriaceae|g__Ampelomyces	0.00645
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Anaeromyces	0.45358
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Tubulinosematidae|g__Anncaliia	0.11608
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Annulohypoxylon	0.0043
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae|g__Anthracobia	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Apiosporaceae|g__Apiospora	0.01935
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Apiotrichum	0.0258
k__Fungi|p__Ascomycota|c__Archaeorhizomycetes|o__Archaeorhizomycetales|f__Archaeorhizomycetaceae|g__Archaeorhizomyces	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria	0.22141
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Apiosporaceae|g__Arthrinium	0.00645
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Arthrobotrys	0.02795
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Ascochyta	0.07094
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Ascodesmidaceae|g__Ascodesmis	0.01935
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ascosphaeraceae|g__Ascosphaera	0.04944
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus	10.06256
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Atheliales|f__Atheliaceae|g__Athelia	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Dothideales|f__Saccotheciaceae|g__Aureobasidium	0.18272
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Auriculariales|f__Auriculariaceae|g__Auricularia	0.08384
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Schizophyllaceae|g__Auriculariopsis	0.03439
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Bambusicolaceae|g__Bambusicola	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Bartalinia	0.0043
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Rhizophydiales|f__<not present>|g__Batrachochytrium	0.15048
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Beauveria	0.70724
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Bipolaris	0.21712
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Xylariaceae|g__Biscogniauxia	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phanerochaetaceae|g__Bjerkandera	0.03869
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Choanephoraceae|g__Blakeslea	0.05159
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ajellomycetaceae|g__Blastomyces	0.08599
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Blumeria	0.48367
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Boletaceae|g__Boletus	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Botryosphaeria	0.07094
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Sclerotiniaceae|g__Botrytis	0.72229
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces	0.09888
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Bussabanomyces	0.0043
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Caecomyces	0.06449
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__Calcarisporium	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Calonectria	0.01935
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida	9.43485
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Candida/Metschnikowiaceae	0.67499
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__<not present>|g__Candida/Saccharomycetales	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__<not present>|f__Gloniaceae|g__Cenococcum	0.31815
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Cephaloascaceae|g__Cephaloascus	0.0043
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Ceraceosorales|f__Ceraceosoraceae|g__Ceraceosorus	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Ceratobasidiaceae|g__Ceratobasidium	0.02365
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Ceratocystis	0.02365
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Lasiosphaeriaceae|g__Cercophora	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Cercospora	0.04729
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Cerrenaceae|g__Cerrena	0.05804
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium	0.08814
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__<not present>|g__Chalara	0.05589
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Lecanorales|f__Cladoniaceae|g__Cladonia	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Cladophialophora	0.00645
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium	0.0258
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Rutstroemiaceae|g__Clarireedia	0.0215
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Claroideoglomeraceae|g__Claroideoglomus	0.02795
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__<not present>|g__Clavariopsis	0.0301
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Clavispora	0.17627
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Entolomataceae|g__Clitopilus	0.04514
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Clonostachys	0.34824
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Onygenaceae|g__Coccidioides	0.10748
k__Fungi|p__Zoopagomycota|c__Kickxellomycetes|o__Kickxellales|f__Kickxellaceae|g__Coemansia	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae|g__Colletotrichum	1.2339
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Omphalotaceae|g__Collybiopsis	0.0129
k__Fungi|p__Zoopagomycota|c__Entomophthoromycetes|o__Entomophthorales|f__Ancylistaceae|g__Conidiobolus	0.0172
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Schizoparmaceae|g__Coniella	0.01505
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Coniochaetales|f__Coniochaetaceae|g__Coniochaeta	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Boletales|f__Coniophoraceae|g__Coniophora	0.01505
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Coniothyriaceae|g__Coniothyrium	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Psathyrellaceae|g__Coprinopsis	0.62555
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps	0.25151
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Coriolopsis	0.10533
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Corollospora	0.03654
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Corynesporascaceae|g__Corynespora	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Crepidotaceae|g__Crepidotus	0.0043
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Coleosporiaceae|g__Cronartium	0.01935
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Cryphonectriaceae|g__Cryphonectria	0.08814
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus	6.15447
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Cubamyces	0.00645
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Cunninghamella	0.03439
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Curvularia	0.01935
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Cutaneotrichosporon	0.04944
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Nidulariaceae|g__Cyathus	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Cyberlindnera	0.05159
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Bolbitiaceae|g__Cyclocybe	0.03439
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae|g__Cytospora	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Daldinia	0.0129
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces	0.04084
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Hericiaceae|g__Dentipellis	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae|g__Diaporthe	0.05159
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Dichomitus	0.66639
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Dichotomocladium	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Phallales|f__Phallaceae|g__Dictyophora	0.01075
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Didymella	0.09244
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Drepanopezizaceae|g__Diplocarpon	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Drechmeria	0.0043
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Drechslerella	0.05804
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Drepanopezizaceae|g__Drepanopeziza	0.04084
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Dryadomyces	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Earliella	0.00645
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Culicosporidae|g__Edhazardia	0.23646
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Myriangiales|f__Elsinoaceae|g__Elsinoe	0.02795
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Unikaryonidae|g__Encephalitozoon	0.0129
k__Fungi|p__Ascomycota|c__<not present>|o__<not present>|f__<not present>|g__Engyodontium	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Entolomataceae|g__Entoloma	0.01935
k__Fungi|p__Zoopagomycota|c__Entomophthoromycetes|o__Entomophthorales|f__Entomophthoraceae|g__Entomophthora	0.05159
k__Fungi|p__Chytridiomycota|c__Chytridiomycetes|o__Chytridiales|f__Chytriomycetaceae|g__Entophlyctis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Epichloe	0.18057
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Erysiphales|f__Erysiphaceae|g__Erysiphe	0.12038
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Escovopsis	0.00645
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Exobasidiales|f__Exobasidiaceae|g__Exobasidium	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Chaetothyriales|f__Herpotrichiellaceae|g__Exophiala	0.26226
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Exserohilum	0.21067
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Lichtheimiaceae|g__Fennellomyces	0.0043
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Feramyces	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fibroporiaceae|g__Fibroporia	0.01505
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Filobasidiales|f__Filobasidiaceae|g__Filobasidium	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Flammulina	0.3031
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Squamanitaceae|g__Floccularia	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Fomitopsidaceae|g__Fomitopsis	0.02365
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Fulvia	0.01505
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Glomerales|f__Glomeraceae|g__Funneliformis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium	4.84748
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Hymenochaetaceae|g__Fuscoporia	0.05159
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Gaeumannomyces	0.05589
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Ganoderma	0.35899
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Gelatoporiaceae|g__Gelatoporia	0.04944
k__Fungi|p__Basidiomycota|c__Geminibasidiomycetes|o__Geminibasidiales|f__Geminibasidiaceae|g__Geminibasidium	0.0043
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Archaeosporales|f__Geosiphonaceae|g__Geosiphon	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae|g__Geotrichum	0.04084
k__Fungi|p__Mucoromycota|c__Glomeromycetes|o__Diversisporales|f__Gigasporaceae|g__Gigaspora	0.07739
k__Fungi|p__Basidiomycota|c__Microbotryomycetes|o__Kriegeriales|f__Camptobasidiaceae|g__Glaciozyma	0.13758
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Helotiaceae|g__Glarea	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Gloeophyllales|f__Gloeophyllaceae|g__Gloeophyllum	0.07954
